degre;region;departement;arrondissement;groupement;numero;denomination;acte
2;Extrême-Nord;Mayo-Sava;;;392;Chefferie MORA-MASSIF;
2;Extrême-Nord;Mayo-Sava;;;393;Chefferie AMOUKTELE;
2;Extrême-Nord;Mayo-Sava;;;394;Chefferie WARBA;
2;Extrême-Nord;Mayo-Sava;;;395;Chefferie BOUNDERI;
2;Extrême-Nord;Mayo-Sava;;;396;Lawanat de MAGDEME;
2;Extrême-Nord;Mayo-Sava;;;397;Chefferie KERAOUA;
2;Extrême-Nord;Mayo-Sava;;;398;Chefferie KOLOFATA;
2;Extrême-Nord;Mayo-Sava;;;399;Chefferie MAKILLINGAÏ;
2;Extrême-Nord;Mayo-Sava;;;400;Chefferie MADA;
2;Extrême-Nord;Mayo-Sava;;;401;Chefferie OULDEME;
2;Extrême-Nord;Mayo-Sava;;;402;Chefferie MOUYENGUE;
2;Extrême-Nord;Mayo-Sava;;;403;Chefferie SERAWAGUEZECK;
2;Extrême-Nord;Mayo-Sava;;;404;Chefferie PALBARA;
2;Extrême-Nord;Mayo-Sava;;;405;Chefferie MANEHAS;
2;Extrême-Nord;Mayo-Sava;;;406;Chefferie MOUAMENAM;
2;Extrême-Nord;Mayo-Sava;;;407;Chefferie EBOUH-BARE;
2;Extrême-Nord;Mayo-Sava;;;408;Chefferie BAKEM;
2;Extrême-Nord;Mayo-Sava;;;409;Chefferie ABOSUD;
2;Littoral;Moungo;;;410;Chefferie ABONORD;
2;Littoral;Moungo;;;411;Chefferie BOMONO-BA-JEROU;
2;Littoral;Moungo;;;412;Chefferie EBOMONO-BA-MBENGU;
2;Littoral;Moungo;;;413;Chefferie BAKOKO;
2;Littoral;Moungo;;;414;Chefferie BABONG;
2;Littoral;Moungo;;;415;Chefferie ELONG;
2;Littoral;Moungo;;;416;Chefferie BAKAKA;
2;Littoral;Nkam;;;417;Chefferie BANEKA;
2;Littoral;Nkam;;;418;Chefferie YABASSICENTRE;
2;Littoral;Nkam;;;419;Chefferie LDLEIBENG-NDOKBE;
2;Littoral;Nkam;;;420;Chefferie NBDAADJOB-NDOKPE;
2;Littoral;Nkam;;;421;Chefferie WOURI-BWELLE;
2;Littoral;Nkam;;;422;Chefferie BANDEM RIVE;
2;Littoral;Nkam;;;423;Chefferie WOURI-BOSSOUA;
2;Littoral;Nkam;;;424;Chefferie BODIMAN;
2;Littoral;Nkam;;;425;Chefferie NYAMTAM;
2;Littoral;Nkam;;;426;Chefferie MBANG;
2;Littoral;Nkam;;;427;Chefferie BANDEM RIVE;
2;Littoral;Nkam;;;428;Chefferie DIBOM;
2;Littoral;Nkam;;;429;Chefferie MBIAM;
2;Littoral;Nkam;;;430;Chefferie YINGUI;
2;Littoral;Nkam;;;431;Chefferie NDOKBIAKAT;
2;Littoral;Sanaga-Maritime;;;432;Chefferie NDOGBIANGA;
2;Littoral;Sanaga-Maritime;;;433;Chefferie KOMALIMBA-MOUAN;
2;Littoral;Sanaga-Maritime;;;434;Chefferie BABIMBI-NGAMBE;
2;Littoral;Sanaga-Maritime;;;435;Chefferie BABIMBI-NDOM;
2;Littoral;Sanaga-Maritime;;;436;Chefferie BASSA;
2;Littoral;Sanaga-Maritime;;;437;Chefferie LIKOUND-BIAM;
2;Littoral;Sanaga-Maritime;;;438;Chefferie OMENG;
2;Littoral;Sanaga-Maritime;;;439;Chefferie ADIE;
2;Littoral;Sanaga-Maritime;;;440;Chefferie YABI;
2;Littoral;Sanaga-Maritime;;;441;Chefferie LOUNGAHE;
2;Littoral;Sanaga-Maritime;;;442;Chefferie YASSOUKOU;
2;Littoral;Sanaga-Maritime;;;443;Chefferie BASSO;
2;Littoral;Sanaga-Maritime;;;444;Chefferie LRIVEGAUCHE;
2;Littoral;Sanaga-Maritime;;;445;Chefferie BATI;
2;Littoral;Sanaga-Maritime;;;446;Chefferie BABIMBI-NGAMBE;
2;Littoral;Sanaga-Maritime;;;447;Chefferie NDOGMBOCK;
2;Littoral;Sanaga-Maritime;;;448;Chefferie LOGKAT;
2;Littoral;Sanaga-Maritime;;;449;Chefferie UEYAKALACK;
2;Littoral;Sanaga-Maritime;;;450;Chefferie NDONGA;
2;Littoral;Sanaga-Maritime;;;451;Chefferie BIKOK;
2;Littoral;Sanaga-Maritime;;;452;Chefferie LOGHENDE;
2;Littoral;Sanaga-Maritime;;;453;Chefferie KOYAKALACK-MOUAN;
2;Littoral;Sanaga-Maritime;;;454;Chefferie MALIMBA-EDEA;
2;Nord;Bénoué;;;455;Lamidat de TCHEBOA;
2;Nord;Bénoué;;;456;Lamidat de DEMSA;
2;Nord;Bénoué;;;457;Lamidat de DEMBO;
2;Nord;Bénoué;;;458;Lamidat de BASCHEO;
2;Nord;Bénoué;;;459;Chefferie PINTCHOUMBA;
2;Nord;Bénoué;;;460;Chefferie DJOUNTEMANGA;
2;Nord;Bénoué;;;461;Chefferie BOUMBA;
2;Nord;Bénoué;;;462;Chefferie VOKO;
2;Nord;Bénoué;;;463;Chefferie MANA;
2;Nord;Bénoué;;;464;Chefferie POLI;
2;Nord;Bénoué;;;465;Chefferie GODEGARE;
2;Nord;Faro;;;466;Chefferie HOY;
2;Nord;Faro;;;467;Chefferie LOUGGERETERE;
2;Nord;Faro;;;468;Chefferie GOUNA;
2;Nord;Faro;;;469;Lamidat de MAYO;
2;Nord;Faro;;;470;Chefferie NINGA;
2;Nord;Faro;;;471;Chefferie KONGLE;
2;Nord;Faro;;;472;Lamidat de BEKA;
2;Nord;Faro;;;473;Lamidat de TCHAMBA;
2;Nord;Mayo-Louti;;;474;Chefferie WANGAÏ;
2;Nord;Mayo-Louti;;;475;Lamidat de GOLOMBE;
2;Nord;Mayo-Louti;;;476;Chefferie MOUSGOY;
2;Nord;Mayo-Louti;;;477;Lamidat de BE;
2;Nord;Mayo-Louti;;;478;Chefferie DOUROUM;
2;Nord;Mayo-Louti;;;479;Chefferie LIBE;
2;Nord;Mayo-Louti;;;480;Lamidat de MAYO-LOUE;
2;Nord;Mayo-Louti;;;481;Lamidat de FIGUIL;
2;Nord;Mayo-Louti;;;482;Chefferie BIOU;
2;Nord;Mayo-Louti;;;483;Lamidat de TOUROUA;
2;Nord;Mayo-Louti;;;484;Chefferie DOAYOS-NORD;
2;Nord;Mayo-Louti;;;485;Lamidat de GUIRVIZA;
2;Nord;Mayo-Louti;;;486;Chefferie DOUMO;
2;Nord;Mayo-Louti;;;487;Chefferie DAZAL;
2;Nord;Mayo-Louti;;;488;Chefferie ZSEHFUFAI;
2;Nord;Mayo-Louti;;;489;Chefferie KOCHI-NKOR;
2;Nord;Mayo-Louti;;;490;Chefferie DJOTTIN-KINENCHI;
2;Nord;Mayo-Louti;;;491;Chefferie MBINON-ETEH;
2;Nord-Ouest;Bui;;;492;Chefferie LASSIN;
2;Nord-Ouest;Bui;;;493;Chefferie NSEH;
2;Nord-Ouest;Bui;;;494;Chefferie MBIAME;
2;Nord-Ouest;Bui;;;495;Chefferie NKAR;
2;Nord-Ouest;Bui;;;496;Chefferie NDZENREM-NYAM;
2;Nord-Ouest;Bui;;;497;Chefferie KILUN;
2;Nord-Ouest;Bui;;;498;Chefferie OKU;
2;Nord-Ouest;Donga-Mantung;;;499;Chefferie BERABE;
2;Nord-Ouest;Donga-Mantung;;;500;Chefferie ABUENSHIE;
2;Nord-Ouest;Donga-Mantung;;;501;Chefferie ABAFUM;
2;Nord-Ouest;Donga-Mantung;;;502;Chefferie NDAKA;
2;Nord-Ouest;Donga-Mantung;;;503;Chefferie BUKU;
2;Nord-Ouest;Donga-Mantung;;;504;Chefferie AKWAJA;
2;Nord-Ouest;Donga-Mantung;;;505;Chefferie NDU;
2;Nord-Ouest;Donga-Mantung;;;506;Chefferie NGARUM;
2;Nord-Ouest;Donga-Mantung;;;507;Chefferie NTUNDIP;
2;Nord-Ouest;Donga-Mantung;;;508;Chefferie TALLA;
2;Nord-Ouest;Donga-Mantung;;;509;Chefferie MBEM;
2;Nord-Ouest;Donga-Mantung;;;510;Chefferie GOM;
2;Nord-Ouest;Donga-Mantung;;;511;Chefferie NTONG;
2;Nord-Ouest;Donga-Mantung;;;512;Chefferie MFE;
2;Nord-Ouest;Donga-Mantung;;;513;Chefferie LUS;
2;Nord-Ouest;Donga-Mantung;;;514;Chefferie KWAJA;
2;Nord-Ouest;Donga-Mantung;;;515;Chefferie NTEM;
2;Nord-Ouest;Donga-Mantung;;;516;Chefferie SIH;
2;Nord-Ouest;Donga-Mantung;;;517;Chefferie SAAM;
2;Nord-Ouest;Donga-Mantung;;;518;Chefferie YANG;
2;Nord-Ouest;Donga-Mantung;;;519;Chefferie NKANCHI;
2;Nord-Ouest;Donga-Mantung;;;520;Chefferie AKWETO;
2;Nord-Ouest;Donga-Mantung;;;521;Chefferie DUMBU;
2;Nord-Ouest;Donga-Mantung;;;522;Chefferie TABENKEN;
2;Nord-Ouest;Donga-Mantung;;;523;Chefferie BINKA;
2;Nord-Ouest;Donga-Mantung;;;524;Chefferie NKAMBE;
2;Nord-Ouest;Donga-Mantung;;;525;Chefferie MBOT;
2;Nord-Ouest;Donga-Mantung;;;526;Chefferie WATT;
2;Nord-Ouest;Donga-Mantung;;;527;Chefferie KUNGI;
2;Nord-Ouest;Boyo;;;528;Chefferie BINSHUA;
2;Nord-Ouest;Boyo;;;529;Chefferie FUNDONG;
2;Nord-Ouest;Boyo;;;530;Chefferie ABUH;
2;Nord-Ouest;Boyo;;;531;Chefferie MBESINAKU;
2;Nord-Ouest;Boyo;;;532;Chefferie BUM;
2;Nord-Ouest;Boyo;;;533;Chefferie AKU;
2;Nord-Ouest;Boyo;;;534;Chefferie MMEN;
2;Nord-Ouest;Boyo;;;535;Chefferie BELO;
2;Nord-Ouest;Boyo;;;536;Chefferie ANYAJUA;
2;Nord-Ouest;Boyo;;;537;Chefferie NJINIKOM;
2;Nord-Ouest;Boyo;;;538;Chefferie BADJI;
2;Nord-Ouest;Boyo;;;539;Chefferie FURU–AWA;
2;Nord-Ouest;Boyo;;;540;Chefferie FURU–BANA;
2;Nord-Ouest;Boyo;;;541;Chefferie ZONGEKWO;
2;Nord-Ouest;Boyo;;;542;Chefferie MAGHA;
2;Nord-Ouest;Boyo;;;543;Chefferie KESU;
2;Nord-Ouest;Boyo;;;544;Chefferie WAINAO;
2;Nord-Ouest;Menchum;;;545;Chefferie BU;
2;Nord-Ouest;Menchum;;;546;Chefferie ZONGEFU;
2;Nord-Ouest;Menchum;;;547;Chefferie KUNG;
2;Nord-Ouest;Menchum;;;548;Chefferie ESU;
2;Nord-Ouest;Menchum;;;549;Chefferie WEH;
2;Nord-Ouest;Menchum;;;550;Chefferie ABAR;
2;Nord-Ouest;Menchum;;;551;Chefferie BENAKUMA;
2;Nord-Ouest;Menchum;;;552;Chefferie MODELLE;
2;Nord-Ouest;Menchum;;;553;Chefferie BENADE;
2;Nord-Ouest;Mezam;;;554;Chefferie MUKURU;
2;Nord-Ouest;Mezam;;;555;Chefferie BAWORO;
2;Nord-Ouest;Mezam;;;556;Chefferie BATOMO;
2;Nord-Ouest;Mezam;;;557;Chefferie MENDANKWE;
2;Nord-Ouest;Mezam;;;558;Chefferie NSONGWA;
2;Nord-Ouest;Mezam;;;559;Chefferie NKWEN;
2;Nord-Ouest;Mezam;;;560;Chefferie BAWOCK;
2;Nord-Ouest;Mezam;;;561;Chefferie PINYIN;
2;Nord-Ouest;Mezam;;;562;Chefferie AWING;
2;Nord-Ouest;Mezam;;;563;Chefferie AKUM;
2;Nord-Ouest;Mezam;;;564;Chefferie BALIGHAM;
2;Nord-Ouest;Mezam;;;565;Chefferie BAMBILI;
2;Nord-Ouest;Mezam;;;566;Chefferie KEDJOM KETINGO;
2;Nord-Ouest;Mezam;;;567;Chefferie BAMBUI;
2;Nord-Ouest;Mezam;;;568;Chefferie KEDJOM KEKU;
2;Nord-Ouest;Mezam;;;569;Chefferie SABGA;
2;Nord-Ouest;Mezam;;;570;Chefferie MUNDUM 1;
2;Nord-Ouest;Mezam;;;571;Chefferie NSEM;
2;Nord-Ouest;Mezam;;;572;Chefferie MANKANIKONG;
2;Nord-Ouest;Mezam;;;573;Chefferie MANKWI;
2;Nord-Ouest;Mezam;;;574;Chefferie MAMBU;
2;Nord-Ouest;Mezam;;;575;Chefferie BANJII;
2;Nord-Ouest;Mezam;;;576;Chefferie BAWUM;
2;Nord-Ouest;Mezam;;;577;Chefferie MBEKONG;
2;Nord-Ouest;Ngo-Ketunjia;;;578;Chefferie OBANG;
2;Nord-Ouest;Ngo-Ketunjia;;;579;Chefferie BAMUNKA;
2;Nord-Ouest;Ngo-Ketunjia;;;580;Chefferie BAMBALANG;
2;Nord-Ouest;Ngo-Ketunjia;;;581;Chefferie BAMESSING;
2;Nord-Ouest;Ngo-Ketunjia;;;582;Chefferie BAMALI;
2;Nord-Ouest;Ngo-Ketunjia;;;583;Chefferie BABESSI;
2;Nord-Ouest;Ngo-Ketunjia;;;584;Chefferie BABAI;
2;Nord-Ouest;Ngo-Ketunjia;;;585;Chefferie BANGOLAN;
2;Nord-Ouest;Ngo-Ketunjia;;;586;Chefferie BABUNGO;
2;Nord-Ouest;Ngo-Ketunjia;;;587;Chefferie BALIKUMBAT;
2;Nord-Ouest;Ngo-Ketunjia;;;588;Chefferie BAFANJI;
2;Nord-Ouest;Ngo-Ketunjia;;;589;Chefferie BAMUNKUMBIT;
2;Nord-Ouest;Ngo-Ketunjia;;;590;Chefferie NGWO;
2;Nord-Ouest;Ngo-Ketunjia;;;591;Chefferie OSHIE;
2;Nord-Ouest;Ngo-Ketunjia;;;592;Chefferie ZANG–TABI;
2;Nord-Ouest;Ngo-Ketunjia;;;593;Chefferie MBENGWI;
2;Nord-Ouest;Ngo-Ketunjia;;;594;Chefferie NYEN;
2;Nord-Ouest;Ngo-Ketunjia;;;595;Chefferie GUNEKU;
2;Nord-Ouest;Momo;;;596;Chefferie KAI;
2;Nord-Ouest;Momo;;;597;Chefferie AGWI-BATIBO;
2;Nord-Ouest;Momo;;;598;Chefferie ASHONG;
2;Nord-Ouest;Momo;;;599;Chefferie BESSI–AWUM;
2;Nord-Ouest;Momo;;;600;Chefferie GUZANG;
2;Nord-Ouest;Momo;;;601;Chefferie TIBEN;
2;Nord-Ouest;Momo;;;602;Chefferie ENYOH;
2;Nord-Ouest;Momo;;;603;Chefferie TEZE-NGIE;
2;Ouest;Koung-Khi;;;604;Chefferie ABEGUM WIDIKUM;
2;Ouest;Koung-Khi;;;605;Chefferie BAYANGAM;
2;Ouest;Koung-Khi;;;606;Chefferie BATOUFAM;
2;Ouest;Koung-Khi;;;607;Chefferie BANDREFAM;
2;Ouest;Koung-Khi;;;608;Chefferie BANGAM-FONDJI;
2;Ouest;Koung-Khi;;;609;Chefferie BAHAM;
2;Ouest;Koung-Khi;;;610;Chefferie BANGOU;
2;Ouest;Koung-Khi;;;611;Chefferie BANDENKOP;
2;Ouest;Koung-Khi;;;612;Chefferie BAPA;
2;Ouest;Koung-Khi;;;613;Chefferie BAMENDJOU;
2;Ouest;Koung-Khi;;;614;Chefferie BAMEKA;
2;Ouest;Koung-Khi;;;615;Chefferie BAHOUANG;
2;Ouest;Koung-Khi;;;616;Chefferie BATIE;
2;Ouest;Koung-Khi;;;617;Chefferie BAFOUSSAM;
2;Ouest;Mifi;;;618;Chefferie BALENG;
2;Ouest;Mifi;;;619;Chefferie BANGAM;
2;Ouest;Mifi;;;620;Chefferie BAPI;
2;Ouest;Mifi;;;621;Chefferie BADENG;
2;Ouest;Mifi;;;622;Chefferie BAGAM;
2;Ouest;Bamboutos;;;623;Chefferie BAMENYAM;
2;Ouest;Noun;;;624;Chefferie BAMENDJING;
2;Ouest;Noun;;;625;Chefferie BATI;
2;Ouest;Noun;;;626;Chefferie BAMOUGONG;
2;Ouest;Noun;;;627;Chefferie BAMESSINGUE;
2;Ouest;Noun;;;628;Chefferie BALATCHI;
2;Ouest;Noun;;;629;Chefferie BAMENKOMBO;
2;Ouest;Noun;;;630;Chefferie BABETE;
2;Ouest;Noun;;;631;Chefferie BAMENDJINDA;
2;Ouest;Noun;;;632;Chefferie BAMENDJO;
2;Ouest;Noun;;;633;Chefferie BAFOUNDA;
2;Ouest;Noun;;;634;Chefferie BAMESSO;
2;Ouest;Noun;;;635;Chefferie NJINKA;
2;Ouest;Noun;;;636;Chefferie KOUNGA;
2;Ouest;Noun;;;637;Chefferie KOUNDOUM;
2;Ouest;Noun;;;638;Chefferie NJINTOUT;
2;Ouest;Noun;;;639;Chefferie MANKA;
2;Ouest;Noun;;;640;Chefferie MAYAP;
2;Ouest;Noun;;;641;Chefferie FOUMBOT;
2;Ouest;Noun;;;642;Chefferie AFOUMBOT-MANCH;
2;Ouest;Noun;;;643;Chefferie MANGOUM;
2;Ouest;Noun;;;644;Chefferie KOUPARA;
2;Ouest;Noun;;;645;Chefferie NGOUEN;
2;Ouest;Noun;;;646;Chefferie KOUGHAM;
2;Ouest;Noun;;;647;Chefferie FONTAIN;
2;Ouest;Noun;;;648;Chefferie MANTOUM;
2;Ouest;Noun;;;649;Chefferie MAMBAIN;
2;Ouest;Noun;;;650;Chefferie MANCHA;
2;Ouest;Noun;;;651;Chefferie FOYOUOM;
2;Ouest;Haut-Nkam;;;652;Chefferie MAGBA-TIKAR;
2;Ouest;Haut-Nkam;;;653;Chefferie BAFANG;
2;Ouest;Haut-Nkam;;;654;Chefferie BABOUTCHA-NGALEU;
2;Ouest;Haut-Nkam;;;655;Chefferie BANKONDJI;
2;Ouest;Haut-Nkam;;;656;Chefferie BASSAP;
2;Ouest;Haut-Nkam;;;657;Chefferie BABOUNTCHA;
2;Ouest;Haut-Nkam;;;658;Chefferie BABONE;
2;Ouest;Haut-Nkam;;;659;Chefferie BABOATE;
2;Ouest;Haut-Nkam;;;660;Chefferie FOLENTCHA;
2;Ouest;Haut-Nkam;;;661;Chefferie FONGOLI;
2;Ouest;Haut-Nkam;;;662;Chefferie BANFEKO;
2;Ouest;Haut-Nkam;;;663;Chefferie BANDOUMKA;
2;Ouest;Haut-Nkam;;;664;Chefferie BAPOUNGUE;
2;Ouest;Haut-Nkam;;;665;Chefferie FONTI;
2;Ouest;Haut-Nkam;;;666;Chefferie FOMESSAII;
2;Ouest;Haut-Nkam;;;667;Chefferie FOMESSAI;
2;Ouest;Haut-Nkam;;;668;Chefferie FOTSI;
2;Ouest;Haut-Nkam;;;669;Chefferie FOMBELE;
2;Ouest;Haut-Nkam;;;670;Chefferie FONDJOMOKO;
2;Ouest;Haut-Nkam;;;671;Chefferie KEKEM-VILLAGE;
2;Ouest;Haut-Nkam;;;672;Chefferie BALEMBO;
2;Ouest;Haut-Nkam;;;673;Groupement FONKOUANKEM;
2;Ouest;Haut-Nkam;;;674;Chefferie MBOEBO;
2;Ouest;Haut-Nkam;;;675;Chefferie FOYEMTCHA;
2;Ouest;Haut-Nkam;;;676;Chefferie BABOUTCHA-FONGAM;
2;Ouest;Haut-Nkam;;;677;Chefferie GBAAKOU-FONTSIN;
2;Ouest;Haut-Nkam;;;678;Chefferie KOMAKO;
2;Ouest;Haut-Nkam;;;679;Chefferie FONDJANTI;
2;Ouest;Haut-Nkam;;;680;Chefferie BALOUK;
2;Ouest;Haut-Nkam;;;681;Chefferie BANKAMBE;
2;Ouest;Haut-Nkam;;;682;Chefferie FOPOUANGA;
2;Ouest;Haut-Nkam;;;683;Chefferie FOUTOUNI;
2;Ouest;Haut-Nkam;;;684;Chefferie BABOUANTOU;
2;Ouest;Haut-Nkam;;;685;Chefferie FONDJOMEKWET;
2;Ouest;Haut-Nkam;;;686;Chefferie BANDJA;
2;Ouest;Haut-Nkam;;;687;Chefferie FONDANTI;
2;Ouest;Haut-Nkam;;;688;Chefferie BAKASSA;
2;Ouest;Haut-Nkam;;;689;Chefferie BANDOUMKASSA;
2;Ouest;Menoua;;;690;Chefferie BATCHA;
2;Ouest;Menoua;;;691;Chefferie FOREKE-DSCHANG;
2;Ouest;Menoua;;;692;Chefferie FONGO-NDENG;
2;Ouest;Menoua;;;693;Chefferie NFGOSSONG-WETCHE;
2;Ouest;Menoua;;;694;Chefferie FOTETSA;
2;Ouest;Menoua;;;695;Chefferie FONGO-TONGO;
2;Ouest;Menoua;;;696;Chefferie FOSSONG-ELLELEM;
2;Ouest;Menoua;;;697;Chefferie SANTCHOU;
2;Ouest;Menoua;;;698;Chefferie FOTOMENA;
2;Ouest;Menoua;;;699;Chefferie FOMBAP;
2;Ouest;Menoua;;;700;Chefferie BALEVENG;
2;Ouest;Menoua;;;701;Chefferie BAMENDOU;
2;Ouest;Menoua;;;702;Chefferie BANSOA;
2;Ouest;Menoua;;;703;Chefferie BALESSING;
2;Ouest;Menoua;;;704;Chefferie BALOUM;
2;Ouest;Menoua;;;705;Chefferie FONTSA-TOUALA;
2;Ouest;Menoua;;;706;Chefferie FONDOMERA;
2;Ouest;Menoua;;;707;Chefferie FOMOPEA;
2;Ouest;Menoua;;;708;Chefferie FOKOUE;
2;Ouest;Menoua;;;709;Chefferie BANGWA;
2;Ouest;Ndé;;;710;Chefferie BAMENA;
2;Sud;Dja-et-Lobo;;;711;Chefferie BANGOULAP;
2;Sud;Dja-et-Lobo;;;712;Chefferie BATCHINGOU;
2;Sud;Dja-et-Lobo;;;713;Chefferie BANGANG-FOKAM;
2;Sud;Dja-et-Lobo;;;714;Chefferie BAHOUOC;
2;Sud;Dja-et-Lobo;;;715;Chefferie BAZOU;
2;Sud;Dja-et-Lobo;;;716;Chefferie BALENGOU;
2;Sud;Dja-et-Lobo;;;717;Chefferie BAKONG;
2;Sud;Dja-et-Lobo;;;718;Chefferie BANDOUNGA;
2;Sud;Dja-et-Lobo;;;719;Chefferie MVOGMEZANG;
2;Sud;Dja-et-Lobo;;;720;Chefferie MVOG-ZANG;
2;Sud;Dja-et-Lobo;;;721;Chefferie MVOGZOMO;
2;Sud;Dja-et-Lobo;;;722;Chefferie YEKOMBO;
2;Sud;Dja-et-Lobo;;;723;Chefferie ESSE;
2;Sud;Dja-et-Lobo;;;724;Chefferie YEMFEK;
2;Sud;Dja-et-Lobo;;;725;Chefferie MVOG-ELLA;
2;Sud;Dja-et-Lobo;;;726;Chefferie YEKOMBO;
2;Sud;Dja-et-Lobo;;;727;Chefferie YETYANG;
2;Sud;Dja-et-Lobo;;;728;Chefferie DJA;
2;Sud;Dja-et-Lobo;;;729;Chefferie MAKAE;
2;Sud;Dja-et-Lobo;;;730;Chefferie YEMBONG;
2;Sud;Dja-et-Lobo;;;731;Chefferie FANGSUD;
2;Sud;Dja-et-Lobo;;;732;Chefferie YEMBONG;
2;Sud;Dja-et-Lobo;;;733;Chefferie ESSE;
2;Sud;Dja-et-Lobo;;;734;Chefferie ESSE;
2;Sud;Dja-et-Lobo;;;735;Chefferie YEMBONG;
2;Sud;Dja-et-Lobo;;;736;Chefferie YEMVAM;
2;Sud;Dja-et-Lobo;;;737;Chefferie YEMBONG;
2;Sud;Dja-et-Lobo;;;738;Chefferie YEKOMBO;
2;Sud;Dja-et-Lobo;;;739;Chefferie YEMISSEM;
2;Sud;Dja-et-Lobo;;;740;Chefferie NGOE;
2;Sud;Dja-et-Lobo;;;741;Chefferie ESSAMAN;
2;Sud;Dja-et-Lobo;;;742;Chefferie YEMVENG;
2;Sud;Dja-et-Lobo;;;743;Chefferie ESSE;
2;Sud;Dja-et-Lobo;;;744;Chefferie YEMFEK;
2;Sud;Dja-et-Lobo;;;745;Chefferie NDONG;
2;Sud;Dja-et-Lobo;;;746;Chefferie YEMVENG;
2;Sud;Dja-et-Lobo;;;747;Chefferie KOYEKOMBO-MVAME;
2;Sud;Dja-et-Lobo;;;748;Chefferie YETYANG;
2;Sud;Dja-et-Lobo;;;749;Chefferie NGOE-YEMESSOK;
2;Sud;Dja-et-Lobo;;;750;Chefferie YEZOUM;
2;Sud;Dja-et-Lobo;;;751;Chefferie YEBAE;
2;Sud;Dja-et-Lobo;;;752;Chefferie YEMFEK;
2;Sud;Dja-et-Lobo;;;753;Chefferie YEMVAM;
2;Sud;Dja-et-Lobo;;;754;Chefferie YEMBONG;
2;Sud;Dja-et-Lobo;;;755;Chefferie NDONG;
2;Sud;Dja-et-Lobo;;;756;Chefferie YEKOE-YENJOK;
2;Sud;Dja-et-Lobo;;;757;Chefferie YASSAMAN;
2;Sud;Dja-et-Lobo;;;758;Chefferie ESSAMAN;
2;Sud;Dja-et-Lobo;;;759;Groupement YEKOMBO;
2;Sud;Dja-et-Lobo;;;760;Chefferie FANGNORD;
2;Sud;Dja-et-Lobo;;;761;Chefferie FANGCENTRE;
2;Sud;Dja-et-Lobo;;;762;Chefferie BOULOU;
2;Sud;Dja-et-Lobo;;;763;Chefferie ZAMANE;
2;Sud;Dja-et-Lobo;;;764;Chefferie NTOUMOUNORD;
2;Sud;Dja-et-Lobo;;;765;Chefferie MVAEEST;
2;Sud;Dja-et-Lobo;;;766;Chefferie NTOUMOUEST;
2;Sud;Dja-et-Lobo;;;767;Chefferie NTOUMOUSUDI;
2;Sud;Dja-et-Lobo;;;768;Chefferie NTOUMOUSUDII;
2;Sud;Mvila;;;769;Chefferie NTOUMOU-SUD;
2;Sud;Mvila;;;770;Chefferie DNATNOUMOUSUD;
2;Sud;Mvila;;;771;Chefferie TNTOUMOUCENTRE;
2;Sud;Mvila;;;772;Chefferie MVAEOUEST;
2;Sud;Mvila;;;773;Chefferie NIITOUMOUBOUCLE;
2;Sud;Mvila;;;774;Chefferie NITOUMOUBOUCLE;
2;Sud;Mvila;;;775;Chefferie UNGONEBOK-NKOUTO;
2;Sud;Mvila;;;776;Chefferie MEKOTOJAMANI;
2;Sud;Mvila;;;777;Chefferie MEKOTO-JAMANII;
2;Sud;Mvila;;;778;Chefferie MEKOTO-JAMANIII;
2;Sud;Mvila;;;779;Chefferie NGOTOI;
2;Sud;Mvila;;;780;Chefferie NGOTOII;
2;Sud;Mvila;;;781;Chefferie SONKOT-MINKANE;
2;Sud;Mvila;;;782;Chefferie MVI’INORDI;
2;Sud;Mvila;;;783;Chefferie EBOMANI;
2;Sud;Mvila;;;784;Chefferie EBOMANII;
2;Sud;Mvila;;;785;Chefferie BOULOUSUD;
2;Sud;Mvila;;;786;Chefferie BOULOUEST;
2;Sud;Mvila;;;787;Chefferie BOULOUFANG;
2;Sud;Mvila;;;788;Chefferie ENGUEBANYOU;
2;Sud;Mvila;;;789;Chefferie FALEI;
2;Sud;Mvila;;;790;Chefferie FALEII;
2;Sud;Mvila;;;791;Chefferie MBILBEKON;
2;Sud;Mvila;;;792;Chefferie MVIINORDII;
2;Sud;Mvila;;;793;Chefferie BOULOUNORD;
2;Sud;Mvila;;;794;Chefferie MVIISUD;
2;Sud;Mvila;;;795;Chefferie BANECENTRE;
2;Sud;Mvila;;;796;Chefferie FONG;
2;Sud;Mvila;;;797;Chefferie BANE-OUEST;
2;Sud;Mvila;;;798;Chefferie MELANGUENORD;
2;Sud;Mvila;;;799;Chefferie MELANGUESUDI;
2;Sud;Mvila;;;800;Chefferie MELANGUE;
2;Sud;Océan;;;801;Chefferie NGOUMBACENTRE;
2;Sud;Océan;;;802;Chefferie FANG;
2;Sud;Océan;;;803;Chefferie NGOE;
2;Sud;Océan;;;804;Chefferie EVOUZOK;
2;Sud;Océan;;;805;Chefferie BAKOKO-BASSA;
2;Sud;Océan;;;806;Chefferie NGOUMBA-SUD;
2;Sud;Océan;;;807;Chefferie FANG;
2;Sud;Océan;;;808;Chefferie LOHOVE;
2;Sud;Océan;;;809;Chefferie BATANGASUD;
2;Sud;Océan;;;810;Chefferie MABEASUD;
2;Sud;Océan;;;811;Chefferie BATANGANORD;
2;Sud;Océan;;;812;Chefferie MABEA-PFIEBOURI;
2;Sud;Océan;;;813;Chefferie EVOUZOK;
